LATITUDE,LONGITUDE,STATION_NAME,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOWFALL
51.449,-90.218,PICKLE LAKE (AUT),1977-07,1977,7,16.941935483870967,184.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1977-08,1977,8,13.103225806451611,116.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),1977-09,1977,9,9.703333333333331,79.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1977-10,1977,10,5.070967741935484,18.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1977-11,1977,11,-5.65,82.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),1977-12,1977,12,-19.15806451612903,25.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-01,1978,1,-22.71935483870968,8.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-02,1978,2,-17.985714285714284,16.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-03,1978,3,-11.658064516129032,51.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-04,1978,4,-1.7566666666666666,46.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-05,1978,5,10.287096774193548,79.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-06,1978,6,12.746666666666666,121.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-07,1978,7,16.68064516129032,124.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-08,1978,8,14.34516129032258,118.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-09,1978,9,9.716666666666669,56.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-10,1978,10,2.92258064516129,48.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-11,1978,11,-9.73,52.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1978-12,1978,12,-20.93548387096774,49.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-01,1979,1,-23.674193548387095,19.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-02,1979,2,-23.12142857142857,34.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-03,1979,3,-10.53225806451613,48.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-04,1979,4,-1.1266666666666667,54.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-05,1979,5,6.651612903225806,90.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-06,1979,6,13.963333333333331,81.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-07,1979,7,18.032258064516128,159.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-08,1979,8,13.667741935483871,178.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-09,1979,9,8.346666666666666,164.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-10,1979,10,0.6741935483870968,124.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-11,1979,11,-7.923333333333333,41.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1979-12,1979,12,-12.835483870967742,42.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-01,1980,1,-20.558064516129036,46.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-02,1980,2,-18.513793103448275,11.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-03,1980,3,-12.03225806451613,16.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-04,1980,4,1.836666666666667,12.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-05,1980,5,11.948387096774194,32.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-06,1980,6,13.126666666666669,81.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-07,1980,7,17.570967741935483,71.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-08,1980,8,15.903225806451612,102.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-09,1980,9,7.34,132.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-10,1980,10,-0.3387096774193548,61.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-11,1980,11,-7.153333333333333,13.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1980-12,1980,12,-19.61935483870968,21.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-01,1981,1,-17.43548387096774,22.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-02,1981,2,-13.857142857142858,29.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-03,1981,3,-5.548387096774194,18.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-04,1981,4,-1.3733333333333333,77.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-05,1981,5,7.548387096774194,32.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-06,1981,6,13.09,74.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-07,1981,7,19.48064516129032,43.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-08,1981,8,18.006451612903227,35.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-09,1981,9,8.83,57.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-10,1981,10,1.664516129032258,46.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-11,1981,11,-1.9366666666666668,47.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1981-12,1981,12,-15.929032258064517,30.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-01,1982,1,-27.135483870967743,39.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-02,1982,2,-19.489285714285717,29.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-03,1982,3,-11.8,37.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-04,1982,4,-3.5033333333333334,64.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-05,1982,5,10.603225806451611,94.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-06,1982,6,11.143333333333333,82.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-07,1982,7,17.974193548387095,50.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-08,1982,8,13.567741935483872,118.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-09,1982,9,9.696666666666667,69.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-10,1982,10,3.825806451612903,80.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-11,1982,11,-8.093333333333334,33.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1982-12,1982,12,-14.616129032258064,33.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-01,1983,1,-17.406451612903226,35.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-02,1983,2,-15.253571428571428,13.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-03,1983,3,-9.351612903225806,42.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-04,1983,4,-0.3466666666666667,14.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-05,1983,5,4.958064516129032,29.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-06,1983,6,15.053333333333333,105.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-07,1983,7,19.787096774193547,88.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-08,1983,8,19.470967741935485,47.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-09,1983,9,11.486666666666666,63.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-10,1983,10,3.609677419354839,69.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-11,1983,11,-4.1866666666666665,121.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1983-12,1983,12,-22.76451612903226,22.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-01,1984,1,-23.870967741935484,28.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-02,1984,2,-10.596551724137932,22.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-03,1984,3,-12.861290322580643,16.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-04,1984,4,4.923333333333333,22.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-05,1984,5,7.170967741935484,52.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-06,1984,6,14.943333333333332,97.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-07,1984,7,17.8,109.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-08,1984,8,18.864516129032257,42.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-09,1984,9,7.676666666666667,90.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-10,1984,10,4.7290322580645165,69.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-11,1984,11,-6.756666666666667,63.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1984-12,1984,12,-19.44516129032258,50.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-01,1985,1,-21.01935483870968,19.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-02,1985,2,-20.29642857142857,23.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-03,1985,3,-7.506451612903226,24.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-04,1985,4,-0.5166666666666667,125.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-05,1985,5,8.487096774193548,79.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-06,1985,6,11.99,144.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-07,1985,7,15.987096774193548,91.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-08,1985,8,15.067741935483872,139.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-09,1985,9,8.783333333333333,161.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-10,1985,10,3.0516129032258066,45.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-11,1985,11,-13.06896551724138,58.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1985-12,1985,12,-20.383333333333333,18.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-01,1986,1,-19.8,22.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-02,1986,2,-16.83703703703704,23.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-03,1986,3,-8.332258064516129,34.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-04,1986,4,2.1933333333333334,65.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-05,1986,5,11.261290322580646,66.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-06,1986,6,12.523333333333332,55.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-07,1986,7,17.329032258064515,104.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-08,1986,8,15.5,35.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-09,1986,9,8.27,106.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-10,1986,10,2.203225806451613,39.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-11,1986,11,-12.393333333333333,69.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1986-12,1986,12,-12.212903225806452,27.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-01,1987,1,-15.30967741935484,10.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-02,1987,2,-10.95,23.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-03,1987,3,-6.264516129032258,24.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-04,1987,4,5.73,22.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-05,1987,5,9.764516129032256,46.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-06,1987,6,16.053333333333335,75.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-07,1987,7,17.27741935483871,131.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-08,1987,8,14.738709677419354,121.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-09,1987,9,11.026666666666667,62.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-10,1987,10,0.267741935483871,40.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-11,1987,11,-5.026666666666666,38.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1987-12,1987,12,-11.083870967741936,36.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1988-01,1988,1,-22.493548387096773,36.3,43.4
51.449,-90.218,PICKLE LAKE (AUT),1988-02,1988,2,-21.29310344827586,30.0,33.6
51.449,-90.218,PICKLE LAKE (AUT),1988-03,1988,3,-10.458064516129031,53.6,61.4
51.449,-90.218,PICKLE LAKE (AUT),1988-04,1988,4,1.403333333333333,1.8,1.8
51.449,-90.218,PICKLE LAKE (AUT),1988-05,1988,5,11.4,66.9,4.4
51.449,-90.218,PICKLE LAKE (AUT),1988-06,1988,6,16.53,119.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),1988-07,1988,7,18.92258064516129,99.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1988-08,1988,8,17.225806451612904,80.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1988-09,1988,9,9.813793103448276,73.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),1988-10,1988,10,1.0903225806451613,64.2,43.6
51.449,-90.218,PICKLE LAKE (AUT),1988-11,1988,11,-5.913333333333333,63.8,63.5
51.449,-90.218,PICKLE LAKE (AUT),1988-12,1988,12,-18.51935483870968,47.6,48.6
51.449,-90.218,PICKLE LAKE (AUT),1989-01,1989,1,-18.625806451612902,29.9,32.2
51.449,-90.218,PICKLE LAKE (AUT),1989-02,1989,2,-20.735714285714284,10.2,12.0
51.449,-90.218,PICKLE LAKE (AUT),1989-03,1989,3,-13.529032258064516,13.6,13.6
51.449,-90.218,PICKLE LAKE (AUT),1989-04,1989,4,-1.5533333333333332,14.6,11.5
51.449,-90.218,PICKLE LAKE (AUT),1989-05,1989,5,10.558064516129033,50.2,5.8
51.449,-90.218,PICKLE LAKE (AUT),1989-06,1989,6,13.74,82.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),1989-07,1989,7,19.62903225806452,57.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),1989-08,1989,8,15.6,84.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),1989-09,1989,9,11.226666666666668,96.5,0.2
51.449,-90.218,PICKLE LAKE (AUT),1989-10,1989,10,3.758064516129033,30.2,21.2
51.449,-90.218,PICKLE LAKE (AUT),1989-11,1989,11,-11.85,51.9,54.7
51.449,-90.218,PICKLE LAKE (AUT),1989-12,1989,12,-23.441935483870967,26.4,27.4
51.449,-90.218,PICKLE LAKE (AUT),1990-01,1990,1,-16.912903225806453,54.7,60.9
51.449,-90.218,PICKLE LAKE (AUT),2003-10,2003,10,2.0612903225806454,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2003-11,2003,11,-7.306666666666667,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2003-12,2003,12,-11.596774193548388,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-01,2004,1,-24.34193548387097,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-02,2004,2,-12.948275862068966,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-03,2004,3,-7.651612903225806,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-04,2004,4,-0.6266666666666667,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-05,2004,5,4.632258064516129,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-06,2004,6,11.686666666666667,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-07,2004,7,16.996774193548386,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-08,2004,8,13.258064516129032,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-09,2004,9,12.2,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-10,2004,10,3.567741935483871,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-11,2004,11,-4.273333333333333,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2004-12,2004,12,-19.40967741935484,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-01,2005,1,-20.76129032258065,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-02,2005,2,-14.035714285714286,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-03,2005,3,-10.029032258064516,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-04,2005,4,4.623333333333333,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-05,2005,5,9.0,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-06,2005,6,16.256666666666668,67.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-07,2005,7,18.84193548387097,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-08,2005,8,16.870967741935484,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-09,2005,9,11.776666666666667,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-10,2005,10,4.922580645161291,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2005-12,2005,12,-13.341935483870968,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-01,2006,1,-12.932258064516128,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-02,2006,2,-17.15357142857143,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-03,2006,3,-5.609677419354838,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-04,2006,4,5.266666666666667,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-05,2006,5,9.648387096774194,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-06,2006,6,16.923333333333332,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-07,2006,7,18.83225806451613,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-08,2006,8,16.770967741935483,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-09,2006,9,10.156666666666666,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-10,2006,10,1.4516129032258065,0.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-11,2006,11,-5.792307692307692,3.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2006-12,2006,12,-9.015,18.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-01,2007,1,-16.587096774193547,12.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-02,2007,2,-19.932142857142857,5.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-03,2007,3,-7.8,23.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-04,2007,4,-0.06,25.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-05,2007,5,10.412903225806453,86.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-06,2007,6,14.256666666666666,118.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-07,2007,7,18.8,75.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-08,2007,8,14.620833333333334,109.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-09,2007,9,10.093333333333334,129.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-10,2007,10,4.509677419354839,60.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-11,2007,11,-7.673333333333333,21.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2007-12,2007,12,-18.029032258064515,32.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-01,2008,1,-16.993548387096773,14.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-02,2008,2,-18.651724137931037,10.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-03,2008,3,-10.948387096774194,18.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-04,2008,4,-0.7366666666666667,85.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-05,2008,5,4.7290322580645165,52.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-06,2008,6,13.703333333333331,93.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-07,2008,7,16.60967741935484,99.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-08,2008,8,18.18709677419355,29.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-09,2008,9,10.56,71.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-10,2008,10,3.829032258064516,47.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-11,2008,11,-6.013333333333334,53.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2008-12,2008,12,-21.93225806451613,16.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-01,2009,1,-21.5,21.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-02,2009,2,-16.12142857142857,18.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-03,2009,3,-10.390322580645162,40.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-04,2009,4,0.3866666666666666,28.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-05,2009,5,4.585714285714285,47.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-06,2009,6,14.126666666666669,125.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-07,2009,7,14.274193548387096,78.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-08,2009,8,14.9,149.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-09,2009,9,15.006666666666666,56.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-10,2009,10,1.1741935483870969,48.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-11,2009,11,-0.0733333333333333,26.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2009-12,2009,12,-17.483870967741936,6.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-01,2010,1,-16.287096774193547,15.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-02,2010,2,-13.2,1.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-03,2010,3,-1.6161290322580646,17.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-04,2010,4,5.583333333333333,23.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-05,2010,5,11.161290322580646,83.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-06,2010,6,14.603333333333332,31.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-07,2010,7,19.06,117.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-08,2010,8,18.27741935483871,88.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-09,2010,9,8.808333333333334,105.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-10,2010,10,4.7612903225806456,33.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-11,2010,11,-4.673333333333333,49.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2010-12,2010,12,-14.40967741935484,16.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-01,2011,1,-20.574193548387097,21.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-02,2011,2,-17.28,10.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-03,2011,3,-10.670967741935485,31.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-04,2011,4,1.1966666666666668,36.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-05,2011,5,9.716666666666669,23.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-06,2011,6,15.5,66.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-07,2011,7,19.623529411764707,59.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-08,2011,8,17.98709677419355,75.0,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-09,2011,9,12.33793103448276,51.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-10,2011,10,6.274193548387097,32.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-11,2011,11,-3.66,27.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2011-12,2011,12,-13.1,27.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-01,2012,1,-16.31290322580645,35.7,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-02,2012,2,-10.66206896551724,13.9,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-03,2012,3,-1.8166666666666669,46.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-04,2012,4,2.42,21.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-05,2012,5,8.964516129032258,111.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-06,2012,6,16.446666666666665,127.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-07,2012,7,20.92333333333333,138.5,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-08,2012,8,16.364516129032257,73.8,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-09,2012,9,11.14,8.2,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-10,2012,10,1.84,99.4,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-11,2012,11,-7.586666666666667,40.3,0.0
51.449,-90.218,PICKLE LAKE (AUT),2012-12,2012,12,-15.474193548387095,42.1,0.0
51.449,-90.218,PICKLE LAKE (AUT),2013-01,2013,1,-19.454838709677414,40.6,0.0
51.449,-90.218,PICKLE LAKE (AUT),2013-02,2013,2,-17.553571428571427,14.3,0.0
